868:60,D,60,60@1:142,867
867:60,D,60,60@1;60,S,46,59@1:859,866
376:93,S,'11',91@0.47;'11',TL,'11','47'@0.12;'47',T,'29','47'@0.5:29_cluster_pekiskomycin|61ac15|3339-3518|3840|29_cluster_pekiskomycin-1529-Item19-Cond-Item20-A_bht_Fill_0,47_cluster_WAC1420|713508|3346-3525|6225|47_cluster_WAC1420-2418-Item19-Cond-Item20-A_bht_Fill_0
07_cluster_AkerFH1893nogabecin|5b689a|3304-3482|912|07_cluster_AkerFH1893nogabecin-340-Item20-Cond-Item21-A_bht_Fill_0:'10',T,'10',97@0.62;'10',TL,'10','07'@0.62
372:27,T,27,106@0.35;27,S,'57','59'@1:57_cluster_WAC06725|451761|3370-3548|7725|57_cluster_WAC06725-2978-Item24-Cond-Item25-A_tyr_Fill_0,59_cluster_WAC06783|42685d|3370-3548|7973|59_cluster_WAC06783-3059-Item24-Cond-Item25-A_tyr_Fill_0
369:44,S,43,30@0.48;43,TL,43,4@1;4,T,'71',4@1:71_cluster_Kistamicin|8e9844|2839-3016|9806|71_cluster_Kistamicin-3712-Item18-Cond-Item19-A_tyr_Fill_0,368
368:4,T,'71',4@1;4,S,'61',2@1:61_cluster_FNTE|83000e|3326-3506|8199|61_cluster_FNTE-3137-Item22-Cond-Item23-A_tyr_Fill_0,367
367:4,S,'61',2@1;2,S,'43','54'@1:43_cluster_WAC01325|b6db0d|3324-3505|5574|43_cluster_WAC01325-2080-Item22-Cond-Item23-A_tyr_Fill_0,54_cluster_WAC05379-3|ba39af|3330-3510|7279|54_cluster_WAC05379-1-2851-Item11-Cond-Item12-A_tyr_Fill_0
362:44,D,44,44@0.48;44,SL,43,30@0.48;30,S,28,'42'@1:350,361
361:30,S,28,'42'@1;'42',T,6,'42'@1:357,360
360:'42',T,6,'42'@1;'42',T,'42','71'@1:42_cluster_WAC00631|01badb|305-483|5488|42_cluster_WAC00631-2043-Item30-Cond-Item31-A_hpg_Fill_0,71_cluster_Kistamicin|c2bb94|303-469|9815|71_cluster_Kistamicin-3713-Item22-Cond-Item23-A_no_call_Fill_0
357:'42',T,6,'42'@1;6,S,'70',4@1:70_cluster_TLI55.cluster001|412004|306-487|9684|70_cluster_TLI55.cluster001-3659-Item11-Cond-Item12-A_tyr_Fill_0,356
356:6,S,'70',4@1;4,S,'61',2@1:61_cluster_FNTE|ff42bb|305-482|8212|61_cluster_FNTE-3138-Item27-Cond-Item28-A_hpg|hpg2cl_Fill_0,355
355:4,S,'61',2@1;2,S,'43','54'@1:43_cluster_WAC01325|b58f24|305-482|5587|43_cluster_WAC01325-2081-Item27-Cond-Item28-A_hpg_Fill_0,54_cluster_WAC05379-3|c68161|305-482|7292|54_cluster_WAC05379-1-2852-Item16-Cond-Item17-A_hpg|hpg2cl_Fill_0
350:30,S,28,'42'@1;28,SL,24,27@1;27,D,27,27@1:346,349
349:27,D,27,27@1;27,S,'57','59'@1:57_cluster_WAC06725|09ed46|1893-2070|7686|57_cluster_WAC06725-2976-Item5-Cond-Item6-A_d-trp_Fill_0,59_cluster_WAC06783|64e4a6|1877-2054|7933|59_cluster_WAC06783-3057-Item5-Cond-Item6-A_trp_Fill_0
346:27,D,27,27@1;27,S,'57','59'@1:57_cluster_WAC06725|689653|305-483|7740|57_cluster_WAC06725-2979-Item30-Cond-Item31-A_hpg|hpg2cl_Fill_0,59_cluster_WAC06783|725a6d|305-483|7988|59_cluster_WAC06783-3060-Item30-Cond-Item31-A_hpg_Fill_0
343:44,D,44,44@1;44,S,43,30@0.99:325,342
342:44,S,43,30@0.99;30,SL,28,'42'@0.99;'42',T,4,'42'@0.99:330,341
341:'42',T,4,'42'@0.99;'42',T,27,'42'@0.99:337,340
340:'42',T,27,'42'@0.99;'42',D,'42','42'@1:42_cluster_WAC00631|19b4d7|312-490|5446|42_cluster_WAC00631-2041-Item10-Cond-Item11-A_hpg_Fill_0,42_cluster_WAC00631|c8684d|305-482|5459|42_cluster_WAC00631-2042-Item16-Cond-Item17-A_hpg_Fill_0
337:'42',T,27,'42'@0.99;27,D,27,27@1:333,336
336:27,D,27,27@1;27,S,'57','59'@1:57_cluster_WAC06725|451761|305-482|7709|57_cluster_WAC06725-2978-Item16-Cond-Item17-A_hpg|hpg2cl_Fill_0,59_cluster_WAC06783|42685d|305-482|7957|59_cluster_WAC06783-3059-Item16-Cond-Item17-A_hpg_Fill_0
333:27,D,27,27@1;27,S,'57','59'@1:57_cluster_WAC06725|20c8cf|287-464|7696|57_cluster_WAC06725-2977-Item10-Cond-Item11-A_hpg|hpg2cl_Fill_0,59_cluster_WAC06783|108337|317-494|7944|59_cluster_WAC06783-3058-Item10-Cond-Item11-A_hpg_Fill_0
330:'42',T,4,'42'@0.99;4,S,'61',2@1:61_cluster_FNTE|83000e|305-482|8183|61_cluster_FNTE-3137-Item14-Cond-Item15-A_hpg|hpg2cl_Fill_0,329
329:4,S,'61',2@1;2,S,'43','54'@1:43_cluster_WAC01325|b6db0d|305-482|5558|43_cluster_WAC01325-2080-Item14-Cond-Item15-A_hpg_Fill_0,54_cluster_WAC05379-3|ba39af|312-489|7263|54_cluster_WAC05379-1-2851-Item3-Cond-Item4-A_hpg|hpg2cl_Fill_0
325:44,S,43,30@0.99;43,T,21,43@0.99:303,324
324:43,T,21,43@0.99;43,T,43,21@1:316,323
323:43,T,43,21@1;21,S,20,17@1:319,322
322:21,S,20,17@1;17,T,17,'13'@0.33:50_cluster_WAC01529|9b5162|327-505|6683|50_cluster_WAC01529-2567-Item19-Cond-Item20-A_hpg_Fill_0,13_cluster_AspOK074cluster1|ff28ca|305-486|1709|13_cluster_AspOK074cluster1-690-Item18-Cond-Item19-A_hpg_Fill_0
50_cluster_WAC01529|9b5162|327-505|6683|50_cluster_WAC01529-2567-Item19-Cond-Item20-A_hpg_Fill_0:17,T,17,'13'@0.33;17,SL,'35','50'@0.33
319:21,S,20,17@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|305-483|4112|31_cluster_SluteocolorNRBC13826-1610-Item23-Cond-Item24-A_hpg_Fill_0,32_cluster_Ssilaceus-2|cb43ed|305-483|4243|32_cluster_Ssilaceus-1-1654-Item6-Cond-Item7-A_hpg_Fill_0
316:43,T,43,21@1;43,S,'62',41@1:62_cluster_SspCNQ329.cluster001|f73c1e|305-482|8301|62_cluster_SspCNQ329.cluster001-3216-Item22-Cond-Item23-A_no_call_Fill_0,315
315:43,S,'62',41@1;41,S,40,37@1:307,314
314:41,S,40,37@1;37,S,'63',35@1:63_cluster_SspCNQ525.cluster001|4ed3e5|305-482|8492|63_cluster_SspCNQ525.cluster001-3272-Item24-Cond-Item25-A_hpg|hpg2cl_Fill_0,313
313:37,S,'63',35@1;35,S,'65',33@1:65_cluster_SspCNT371.cluster001|f326c5|305-482|8793|65_cluster_SspCNT371.cluster001-3384-Item24-Cond-Item25-A_hpg|hpg2cl_Fill_0,312
312:35,S,'65',33@1;33,S,'64','66'@1:64_cluster_SspCNQ865.cluster001|180773|305-482|8601|64_cluster_SspCNQ865.cluster001-3328-Item24-Cond-Item25-A_hpg|hpg2cl_Fill_0,66_cluster_SspCNY243.cluster001|731b10|305-482|8952|66_cluster_SspCNY243.cluster001-3438-Item24-Cond-Item25-A_hpg|hpg2cl_Fill_0
307:41,S,40,37@1;40,S,'33','58'@1:33_cluster_SspCNQ509|436ed9|305-482|4405|33_cluster_SspCNQ509-1694-Item24-Cond-Item25-A_hpg_Fill_0,58_cluster_WAC06738cluster004|d9a549|305-482|7866|58_cluster_WAC06738cluster004-3023-Item21-Cond-Item22-A_hpg_Fill_0
303:43,T,21,43@0.99;21,S,20,17@1:31_cluster_SluteocolorNRBC13826|a43e36|297-474|4099|31_cluster_SluteocolorNRBC13826-1609-Item17-Cond-Item18-A_hpg_Fill_0,50_cluster_WAC01529|876399|315-492|6670|50_cluster_WAC01529-2566-Item13-Cond-Item14-A_hpg_Fill_0
50_cluster_WAC01529|876399|315-492|6670|50_cluster_WAC01529-2566-Item13-Cond-Item14-A_hpg_Fill_0:21,S,20,17@1;17,SL,'35','50'@1
31_cluster_SluteocolorNRBC13826|a43e36|297-474|4099|31_cluster_SluteocolorNRBC13826-1609-Item17-Cond-Item18-A_hpg_Fill_0:21,S,20,17@1;20,SL,'32','31'@1
300:44,T,108,44@0.85;108,D,108,108@0.48:238,299
299:108,D,108,108@0.48;108,S,'69',106@0.48:71_cluster_Kistamicin|8e9844|302-480|9792|71_cluster_Kistamicin-3712-Item11-Cond-Item12-A_no_call_Fill_0,298
298:108,S,'69',106@0.48;106,S,'10',104@1:10_cluster_ArectNRRLB16090|9ee539|300-464|1313|10_cluster_ArectNRRLB16090-520-Item8-Cond-Item9-A_hpg_Fill_0,297
297:106,S,'10',104@1;104,S,'39','60'@1:39_cluster_UK68597|e5e4cd|304-481|5113|39_cluster_UK68597-1912-Item13-Cond-Item14-A_hpg_Fill_0,296
296:104,S,'39','60'@1;'60',T,'60',11@1:60_cluster_AsubtropicusNRRLB24665|294514|302-480|8072|60_cluster_AsubtropicusNRRLB24665-3100-Item13-Cond-Item14-A_hpg_Fill_0,295
295:'60',T,'60',11@1;11,S,'29',9@1:285,294
294:11,S,'29',9@1;9,T,9,51@1:02_cluster_A47934|3c365b|303-479|164|02_cluster_A47934-65-Item16-Cond-Item17-A_hpg_Fill_0,293
293:9,T,9,51@1;51,S,'48',49@1:48_cluster_WAC1424cluster109|2a4bff|302-480|6329|48_cluster_WAC1424cluster109-2483-Item19-Cond-Item18-A_hpg_Fill_0,292
292:51,S,'48',49@1;49,S,'71','01'@0.5:04_cluster_AazureaDSM43854|40c465|352-529|490|04_cluster_AazureaDSM43854-159-Item11-Cond-Item12-A_hpg_Fill_0,291
291:49,S,'71','01'@0.5;'01',T,'01','28'@1:01_cluster_A40926|2105e4|302-480|60|01_cluster_A40926-23-Item15-Cond-Item16-A_hpg|hpg2cl_Fill_0,28_cluster_NcoxDSM45129|26d899|303-480|3730|28_cluster_NcoxDSM45129-1495-Item15-Cond-Item16-A_hpg_Fill_0
04_cluster_AazureaDSM43854|40c465|352-529|490|04_cluster_AazureaDSM43854-159-Item11-Cond-Item12-A_hpg_Fill_0:49,S,'71','01'@0.5;'71',TL,'71','04'@0.5
02_cluster_A47934|3c365b|303-479|164|02_cluster_A47934-65-Item16-Cond-Item17-A_hpg_Fill_0:9,T,9,51@1;9,SL,'49','02'@1
285:11,S,'29',9@1;'29',T,91,'29'@0.88:261,284
284:'29',T,91,'29'@0.88;'29',T,'29',72@0.5:264,283
283:'29',T,'29',72@0.5;72,T,72,96@0.25:275,282
282:72,T,72,96@0.25;96,T,96,100@0.5:278,281
281:96,T,96,100@0.5;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|2871d2|302-480|2396|18_cluster_Chloroeremomycin-1-961-Item11-Cond-Item12-A_hpg_Fill_0,26_cluster_KaridNRRLB16535chlor|2871d2|302-480|3456|26_cluster_KaridNRRLB16535chlor-1355-Item11-Cond-Item12-A_hpg_Fill_0
278:96,T,96,100@0.5;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|903de1|302-480|626|05_cluster_AbalhimycinaFH1894-231-Item11-Cond-Item12-A_hpg_Fill_0,14_cluster_Balhimycin|69cf6a|302-480|1839|14_cluster_Balhimycin-709-Item11-Cond-Item12-A_hpg_Fill_0
275:72,T,72,96@0.25;72,S,'07',70@1:07_cluster_AkerFH1893nogabecin|5b689a|302-477|896|07_cluster_AkerFH1893nogabecin-340-Item12-Cond-Item13-A_hpg_Fill_0,274
274:72,S,'07',70@1;70,T,'11',70@1:11_cluster_AregGY080|ac6242|302-480|1496|11_cluster_AregGY080-602-Item12-Cond-Item13-A_hpg_Fill_0,273
273:70,T,'11',70@1;70,T,'03',70@1:03_cluster_AalbaDSM44262|311e81|302-480|288|03_cluster_AalbaDSM44262-96-Item12-Cond-Item13-A_hpg_Fill_0,272
272:70,T,'03',70@1;70,T,'09',70@1:09_cluster_AOHO0100074|ca1b25|302-480|1181|09_cluster_AOHO0100074-462-Item11-Cond-Item12-A_hpg|hpg2cl_Fill_0,271
271:70,T,'09',70@1;70,S,'40','51'@1:40_cluster_Vancomycin|aa4140|303-480|5215|40_cluster_Vancomycin-1956-Item11-Cond-Item12-A_hpg_Fill_0,51_cluster_WAC4169cluster051|66fb6a|303-480|6863|51_cluster_WAC4169cluster051-2638-Item22-Cond-Item21-A_hpg_Fill_0
264:'29',T,'29',72@0.5;'29',T,'29','47'@1:29_cluster_pekiskomycin|61ac15|302-480|3824|29_cluster_pekiskomycin-1529-Item11-Cond-Item12-A_hpg|hpg2cl_Fill_0,47_cluster_WAC1420|713508|302-479|6209|47_cluster_WAC1420-2418-Item11-Cond-Item12-A_tyr_Fill_0
261:'29',T,91,'29'@0.88;91,S,90,85@0.74:245,260
260:91,S,90,85@0.74;85,S,84,81@0.44:45_cluster_WAC1376cluster143|89a266|298-470|5896|45_cluster_WAC1376cluster143-2261-Item21-Cond-Item20-A_hpg_Fill_0,259
259:85,S,84,81@0.44;81,S,'09',79@0.88:52_cluster_WAC4182cluster089|6721ad|296-470|6991|52_cluster_WAC4182cluster089-2741-Item22-Cond-Item21-A_hpg_Fill_0,258
258:81,S,'09',79@0.88;79,S,78,73@0.88:250,257
257:79,S,78,73@0.88;73,SL,72,67@0.88;67,S,'06',65@0.88:06_cluster_Ajap-Ristocetin|b7eff3|298-470|774|06_cluster_Ajap-Ristocetin-286-Item12-Cond-Item13-A_hpg_Fill_0,256
256:67,S,'06',65@0.88;65,S,'53',63@1:53_cluster_WAC4197cluster073|a35ef6|298-470|7176|53_cluster_WAC4197cluster073-2789-Item11-Cond-Item12-A_hpg_Fill_0,255
255:65,S,'53',63@1;63,S,'25','27'@1:25_cluster_JPLW01000007|f68926|298-470|3297|25_cluster_JPLW01000007-1283-Item12-Cond-Item13-A_hpg_Fill_0,27_cluster_KF882511-Ristocetin|f68926|298-470|3601|27_cluster_KF882511-Ristocetin-1416-Item12-Cond-Item13-A_hpg_Fill_0
250:79,S,78,73@0.88;78,S,76,'55'@0.88:08_cluster_AlurRistocetin|b5adf0|298-470|1044|08_cluster_AlurRistocetin-429-Item22-Cond-Item21-A_hpg_Fill_0,55_cluster_WAC05977|7779c3|298-470|7427|55_cluster_WAC05977-2904-Item11-Cond-Item12-A_hpg_Fill_0
08_cluster_AlurRistocetin|b5adf0|298-470|1044|08_cluster_AlurRistocetin-429-Item22-Cond-Item21-A_hpg_Fill_0:78,S,76,'55'@0.88;76,SL,'52','08'@0.88
52_cluster_WAC4182cluster089|6721ad|296-470|6991|52_cluster_WAC4182cluster089-2741-Item22-Cond-Item21-A_hpg_Fill_0:81,S,'09',79@0.88;'09',TL,'09','52'@0.88
45_cluster_WAC1376cluster143|89a266|298-470|5896|45_cluster_WAC1376cluster143-2261-Item21-Cond-Item20-A_hpg_Fill_0:85,S,84,81@0.44;84,TL,84,90@0.15;90,SL,88,'45'@0.59
245:91,S,90,85@0.74;90,SL,'45',88@0.88;88,S,'44','46'@1:44_cluster_WAC1375|5eeb3d|298-474|5676|44_cluster_WAC1375-2129-Item11-Cond-Item12-A_hpg_Fill_0,46_cluster_WAC1416cluster068|d6e140|298-474|6087|46_cluster_WAC1416cluster068-2306-Item11-Cond-Item12-A_hpg_Fill_0
71_cluster_Kistamicin|8e9844|302-480|9792|71_cluster_Kistamicin-3712-Item11-Cond-Item12-A_no_call_Fill_0:108,S,'69',106@0.48;'69',TL,'69','71'@0.99
238:108,D,108,108@0.48;108,SL,'69',106@0.48;106,S,'10',104@1:10_cluster_ArectNRRLB16090|35a3e5|312-491|1338|10_cluster_ArectNRRLB16090-521-Item20-Cond-Item21-A_dhpg_Fill_0,237
237:106,S,'10',104@1;104,S,'60','39'@1:60_cluster_AsubtropicusNRRLB24665|46c496|312-491|8097|60_cluster_AsubtropicusNRRLB24665-3101-Item25-Cond-Item26-A_dhpg_Fill_0,236
236:104,S,'60','39'@1;'39',T,'39',51@0.63:39_cluster_UK68597|13b231|312-491|5138|39_cluster_UK68597-1913-Item25-Cond-Item26-A_dpg_Fill_0,235
235:'39',T,'39',51@0.63;51,S,'48',49@0.63:48_cluster_WAC1424cluster109|1e552c|286-465|6313|48_cluster_WAC1424cluster109-2482-Item8-Cond-Item7-A_dhpg_Fill_0,234
234:51,S,'48',49@0.63;49,T,9,49@0.62:02_cluster_A47934|f1a9cd|321-500|189|02_cluster_A47934-66-Item28-Cond-Item29-A_dpg_Fill_0,233
233:49,T,9,49@0.62;49,T,49,85@0.31:187,232
232:49,T,49,85@0.31;85,T,'29',85@0.21:190,231
231:85,T,'29',85@0.21;85,S,84,81@0.99:209,230
230:85,S,84,81@0.99;81,SL,'09',79@0.99;79,S,73,78@1:07_cluster_AkerFH1893nogabecin|007425|312-491|921|07_cluster_AkerFH1893nogabecin-341-Item24-Cond-Item25-A_dhpg_Fill_0,229
229:79,S,73,78@1;78,S,'55',76@0.5:215,228
228:78,S,'55',76@0.5;76,S,'08','52'@1:08_cluster_AlurRistocetin|0f4616|341-519|1026|08_cluster_AlurRistocetin-428-Item10-Cond-Item9-A_dpg_Fill_0,227
227:76,S,'08','52'@1;'52',T,'52',63@1:52_cluster_WAC4182cluster089|e7dbb3|312-490|7021|52_cluster_WAC4182cluster089-2740-Item10-Cond-Item9-A_dhpg_Fill_0,226
226:'52',T,'52',63@1;63,S,'25','27'@1:222,225
225:63,S,'25','27'@1;'27',T,'27','55'@1:27_cluster_KF882511-Ristocetin|e66a00|312-490|3626|27_cluster_KF882511-Ristocetin-1417-Item24-Cond-Item25-A_dpg_Fill_0,55_cluster_WAC05977|27f9dd|312-490|7452|55_cluster_WAC05977-2905-Item23-Cond-Item24-A_dhpg_Fill_0
222:63,S,'25','27'@1;'25',T,'25','06'@0.5:25_cluster_JPLW01000007|e66a00|312-490|3322|25_cluster_JPLW01000007-1284-Item24-Cond-Item25-A_dpg_Fill_0,221
221:'25',T,'25','06'@0.5;'06',T,'06','53'@0.5:06_cluster_Ajap-Ristocetin|41a04d|312-490|722|06_cluster_Ajap-Ristocetin-288-Item24-Cond-Item25-A_dpg_Fill_0,53_cluster_WAC4197cluster073|45ffd8|312-490|7201|53_cluster_WAC4197cluster073-2790-Item23-Cond-Item24-A_dhpg_Fill_0
215:78,S,'55',76@0.5;'55',TL,'55',88@0.5;88,S,'44','46'@1:44_cluster_WAC1375|26826b|312-490|5701|44_cluster_WAC1375-2130-Item23-Cond-Item24-A_dpg_Fill_0,214
214:88,S,'44','46'@1;'46',T,'46','45'@1:46_cluster_WAC1416cluster068|d7004d|286-464|6109|46_cluster_WAC1416cluster068-2307-Item22-Cond-Item23-A_dhpg_Fill_0,45_cluster_WAC1376cluster143|2f68bd|286-464|5875|45_cluster_WAC1376cluster143-2259-Item10-Cond-Item9-A_dhpg_Fill_0
07_cluster_AkerFH1893nogabecin|007425|312-491|921|07_cluster_AkerFH1893nogabecin-341-Item24-Cond-Item25-A_dhpg_Fill_0:79,S,73,78@1;73,SL,67,72@1;72,SL,70,'07'@1
209:85,S,84,81@0.99;84,S,'03','04'@1:197,208
208:84,S,'03','04'@1;'04',T,100,'04'@1:200,207
207:'04',T,100,'04'@1;'04',T,96,'04'@1:203,206
206:'04',T,96,'04'@1;'04',T,'11','04'@1:11_cluster_AregGY080|643e69|312-491|1484|11_cluster_AregGY080-603-Item24-Cond-Item25-A_dhpg_Fill_0,04_cluster_AazureaDSM43854|7a2c10|312-491|437|04_cluster_AazureaDSM43854-160-Item23-Cond-Item24-A_dhpg_Fill_0
203:'04',T,96,'04'@1;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|d4f558|312-491|651|05_cluster_AbalhimycinaFH1894-232-Item23-Cond-Item24-A_dhpg_Fill_0,14_cluster_Balhimycin|638910|312-491|1864|14_cluster_Balhimycin-710-Item23-Cond-Item24-A_dpg_Fill_0
200:'04',T,100,'04'@1;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|1dfbcd|321-500|2421|18_cluster_Chloroeremomycin-1-962-Item23-Cond-Item24-A_dpg_Fill_0,26_cluster_KaridNRRLB16535chlor|661409|312-491|3481|26_cluster_KaridNRRLB16535chlor-1356-Item23-Cond-Item24-A_dhpg_Fill_0
197:84,S,'03','04'@1;'03',T,'03','09'@0.5:03_cluster_AalbaDSM44262|3f5634|310-489|313|03_cluster_AalbaDSM44262-97-Item24-Cond-Item25-A_dhpg_Fill_0,196
196:'03',T,'03','09'@0.5;'09',T,'09',70@0.5:09_cluster_AOHO0100074|586f66|320-499|1152|09_cluster_AOHO0100074-463-Item23-Cond-Item24-A_dpg_Fill_0,195
195:'09',T,'09',70@0.5;70,S,'40','51'@1:40_cluster_Vancomycin|0a9770|320-499|5240|40_cluster_Vancomycin-1957-Item23-Cond-Item24-A_dpg_Fill_0,51_cluster_WAC4169cluster051|0dd5c9|320-499|6851|51_cluster_WAC4169cluster051-2637-Item10-Cond-Item9-A_dhpg_Fill_0
190:85,T,'29',85@0.21;'29',T,'29','47'@0.58:29_cluster_pekiskomycin|3b5b44|321-500|3849|29_cluster_pekiskomycin-1530-Item23-Cond-Item24-A_dpg_Fill_0,47_cluster_WAC1420|f1adce|321-500|6234|47_cluster_WAC1420-2419-Item23-Cond-Item24-A_dpg_Fill_0
187:49,T,49,85@0.31;49,T,49,'28'@0.21:01_cluster_A40926|6a1658|312-492|85|01_cluster_A40926-24-Item27-Cond-Item28-A_dpg_Fill_0,28_cluster_NcoxDSM45129|80f814|312-492|3686|28_cluster_NcoxDSM45129-1496-Item27-Cond-Item28-A_dhpg_Fill_0
01_cluster_A40926|6a1658|312-492|85|01_cluster_A40926-24-Item27-Cond-Item28-A_dpg_Fill_0:49,T,49,'28'@0.21;49,SL,'71','01'@0.21
02_cluster_A47934|f1a9cd|321-500|189|02_cluster_A47934-66-Item28-Cond-Item29-A_dpg_Fill_0:49,T,9,49@0.62;9,SL,'49','02'@0.99
179:58,D,58,58@0.84;58,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|4977-5153|1613|12_cluster_ArifDSM43936-1-659-Item14-Cond-Item15-A_tyr_Fill_0,56_cluster_WAC06369|3856d8|4953-5129|7546|56_cluster_WAC06369-2950-Item18-Cond-Item19-A_tyr_Fill_0
176:58,D,58,58@0.84;58,D,58,58@1:172,175
175:58,D,58,58@1;58,SL,'12','56'@1;'56',D,'56','56'@1:56_cluster_WAC06369|e01984|337-522|7559|56_cluster_WAC06369-2951-Item24-Cond-Item25-A_nrp_Fill_0,56_cluster_WAC06369|394215|305-568|7572|56_cluster_WAC06369-2952-Item30-Cond-Item31-A_nrp_Fill_0
172:58,D,58,58@1;58,D,58,58@1:168,171
171:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|3478-3739|1605|12_cluster_ArifDSM43936-1-659-Item10-Cond-Item11-A_nrp_Fill_0,56_cluster_WAC06369|3856d8|3454-3715|7538|56_cluster_WAC06369-2950-Item14-Cond-Item15-A_nrp_Fill_0
168:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|306-569|1562|12_cluster_ArifDSM43936-1-658-Item11-Cond-Item12-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|306-569|7595|56_cluster_WAC06369-2953-Item41-Cond-Item42-A_nrp_Fill_0
165:46,D,46,46@1;46,S,44,'67'@1:157,164
164:46,S,44,'67'@1;'67',T,'68','67'@1:68_cluster_HdaliensisNBRC106472.cluster001|77aaf4|295-465|9246|68_cluster_HdaliensisNBRC106472.cluster001-3532-Item1-Cond-Item2-A_no_call_Fill_0,163
163:'67',T,'68','67'@1;'67',T,'49','67'@1:49_cluster_WAC1438rc4d|da5867|303-484|6474|49_cluster_WAC1438rc4d-2520-Item4-Cond-Item5-A_hpg_Fill_0,162
162:'67',T,'49','67'@1;'67',T,'67','69'@1:67_cluster_STLI053.cluster001|3a97f0|300-481|9063|67_cluster_STLI053.cluster001-3496-Item7-Cond-Item8-A_asp_Fill_0,69_cluster_MchersinaDSM44151|4931ca|301-482|9451|69_cluster_MchersinaDSM44151-3595-Item3-Cond-Item4-A_asn_Fill_0
157:46,S,44,'67'@1;44,SL,43,30@1;30,S,28,'42'@1:145,156
156:30,S,28,'42'@1;'42',T,'42',22@1:42_cluster_WAC00631|27de41|303-486|5427|42_cluster_WAC00631-2040-Item1-Cond-Item2-A_hpg_Fill_0,155
155:'42',T,'42',22@1;22,S,14,21@1:70_cluster_TLI55.cluster001|1dcea7|327-506|9663|70_cluster_TLI55.cluster001-3658-Item1-Cond-Item2-A_no_call_Fill_0,154
154:22,S,14,21@1;21,S,20,17@1:150,153
153:21,S,20,17@1;17,S,'35','50'@1:35_cluster_SspNRRLS1521-1|1f6808|311-494|4595|35_cluster_SspNRRLS1521-1-1756-Item3-Cond-Item4-A_hpg_Fill_0,50_cluster_WAC01529|abd45d|333-516|6649|50_cluster_WAC01529-2565-Item3-Cond-Item4-A_hpg_Fill_0
150:21,S,20,17@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|262-449|4073|31_cluster_SluteocolorNRBC13826-1608-Item4-Cond-Item5-A_nrp_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|262-449|4188|32_cluster_Ssilaceus-1-1651-Item4-Cond-Item5-A_nrp_Fill_0
70_cluster_TLI55.cluster001|1dcea7|327-506|9663|70_cluster_TLI55.cluster001-3658-Item1-Cond-Item2-A_no_call_Fill_0:22,S,14,21@1;14,SL,'13',12@1;12,SL,11,6@1;6,SL,4,'70'@1
145:30,S,28,'42'@1;28,SL,24,27@1;27,S,'57','59'@1:57_cluster_WAC06725|09ed46|321-502|7678|57_cluster_WAC06725-2976-Item1-Cond-Item2-A_no_call_Fill_0,59_cluster_WAC06783|64e4a6|305-486|7925|59_cluster_WAC06783-3057-Item1-Cond-Item2-A_hpg_Fill_0
142:60,D,60,60@1;60,S,59,46@1:32,141
141:60,S,59,46@1;46,S,44,'67'@1:63,140
140:46,S,44,'67'@1;'67',D,'67','67'@1:66,139
139:'67',D,'67','67'@1;'67',D,'67','67'@0.75:81,138
138:'67',D,'67','67'@0.75;'67',T,'69','67'@0.25:112,137
137:'67',T,'69','67'@0.25;'67',T,'49','67'@0.75:133,136
136:'67',T,'49','67'@0.75;'67',T,'67','69'@0.75:67_cluster_STLI053.cluster001|e171e6|302-497|9117|67_cluster_STLI053.cluster001-3498-Item33-Cond-Item34-A_no_call_Fill_0,69_cluster_MchersinaDSM44151|89c115|301-495|9505|69_cluster_MchersinaDSM44151-3597-Item29-Cond-Item30-A_nrp_Fill_0
133:'67',T,'49','67'@0.75;'49',D,'49','49'@1:129,132
132:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|da5867|5659-5849|6504|49_cluster_WAC1438rc4d-2520-Item19-Cond-Item20-A_thr_Fill_0,49_cluster_WAC1438rc4d|da5867|6744-6929|6510|49_cluster_WAC1438rc4d-2520-Item22-Cond-Item23-A_hpg_Fill_0
129:'49',D,'49','49'@1;'49',D,'49','49'@1:121,128
128:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|302-498|6544|49_cluster_WAC1438rc4d-2522-Item52-Cond-Item53-A_asn_Fill_0,127
127:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|5655-5842|6574|49_cluster_WAC1438rc4d-2522-Item67-Cond-Item68-A_nrp_Fill_0,126
